,Gene.stable.ID,HGNC.symbol
3264,ENSG00000251365,LINC02236
3265,ENSG00000238025,ZDHHC4P1
3266,ENSG00000247556,OIP5-AS1
3269,ENSG00000173503,LTA
3270,ENSG00000138964,PARVG
3274,ENSG00000250974,LINC02196
3275,ENSG00000127377,CRYGN
3276,ENSG00000185615,PDIA2
3277,ENSG00000180581,SRP9P1
3280,ENSG00000107854,TNKS2
3282,ENSG00000249212,ATP1B1P1
3283,ENSG00000014824,SLC30A9
3289,ENSG00000237154,MCFD2P1
3296,ENSG00000155254,MARVELD1
3298,ENSG00000134028,ADAMDEC1
3300,ENSG00000145309,CABS1
3301,ENSG00000227871,USP9YP12
3302,ENSG00000204529,GUCY2EP
3303,ENSG00000268234,FKBP4P6
3304,ENSG00000242125,SNHG3
3305,ENSG00000237914,SIRPG-AS1
3308,ENSG00000224952,PBX2
3310,ENSG00000275349,SMN1
3311,ENSG00000089012,SIRPG
3312,ENSG00000231423,RAB9AP5
3313,ENSG00000071243,ING3
3316,ENSG00000277213,SDR42E1P2
3318,ENSG00000075290,WNT8B
3319,ENSG00000270748,IGKV2OR2-1
3320,ENSG00000228465,TRAPPC2P10
3321,ENSG00000271402,IGKV2OR2-2
3322,ENSG00000089091,DZANK1
3323,ENSG00000234861,ATP5F1AP1
3324,ENSG00000204670,IGKV1OR2-3
3325,ENSG00000143554,SLC27A3
3327,ENSG00000232585,OFD1P12Y
3328,ENSG00000143727,ACP1
3329,ENSG00000235744,HLA-DOA
3330,ENSG00000140598,EFL1
3332,ENSG00000227353,RAB28P3
3333,ENSG00000166091,CMTM5
3334,ENSG00000161999,JMJD8
3338,ENSG00000250036,IGKV1D-37
3339,ENSG00000262634,SKA1
3340,ENSG00000234081,ELOCP10
3341,ENSG00000280935,FABP5P13
3343,ENSG00000253127,IGKV2D-36
3344,ENSG00000227924,RBPJP6
3345,ENSG00000109208,SMR3A
3346,ENSG00000280844,KRT18P53
3347,ENSG00000224961,LINC01752
3348,ENSG00000243775,OSTCP1
3351,ENSG00000172352,CDY1B
3353,ENSG00000101384,JAG1
3354,ENSG00000231375,CDY17P
3355,ENSG00000165264,NDUFB6
3356,ENSG00000203711,C6orf99
3358,ENSG00000067048,DDX3Y
3360,ENSG00000204381,LAYN
3361,ENSG00000163217,BMP10
3362,ENSG00000168269,FOXI1
3363,ENSG00000237467,USP9YP35
3364,ENSG00000283586,GKN3P
3365,ENSG00000171201,SMR3B
3367,ENSG00000132016,C19orf57
3368,ENSG00000253219,KRT18P41
3369,ENSG00000229250,USP9YP31
3370,ENSG00000249601,LINC01187
3371,ENSG00000100865,CINP
3372,ENSG00000204816,FGF7P5
3373,ENSG00000250320,EDIL3-DT
3375,ENSG00000166845,C18orf54
3376,ENSG00000134463,ECHDC3
3377,ENSG00000251543,LINC02230
3378,ENSG00000232205,CDY18P
3379,ENSG00000145826,LECT2
3381,ENSG00000130309,COLGALT1
3382,ENSG00000216829,FGF7P4
3383,ENSG00000232007,POLR2LP1
3384,ENSG00000188383,GPAT2P2
3385,ENSG00000230361,VN1R32P
3387,ENSG00000197579,TOPORS
3389,ENSG00000164176,EDIL3
3391,ENSG00000204818,ADGRF5P2
3393,ENSG00000135070,ISCA1
3395,ENSG00000247993,FOXD1-AS1
3396,ENSG00000204661,C5orf60
3397,ENSG00000235453,SMIM27
3398,ENSG00000251493,FOXD1
3399,ENSG00000164616,FBXL21P
3400,ENSG00000069206,ADAM7
3401,ENSG00000234495,TRIM27
3403,ENSG00000120699,EXOSC8
3405,ENSG00000132024,CC2D1A
3406,ENSG00000113645,WWC1
3407,ENSG00000218300,RPL22P14
3408,ENSG00000162009,SSTR5
3409,ENSG00000232303,DFFBP1
3410,ENSG00000224368,ARAFP2
3411,ENSG00000148943,LIN7C
3413,ENSG00000227426,VN1R33P
3415,ENSG00000234467,SLC25A1P2
3421,ENSG00000261713,SSTR5-AS1
3422,ENSG00000196476,C20orf96
3424,ENSG00000134250,NOTCH2
3426,ENSG00000075218,GTSE1
3427,ENSG00000277656,GSTT1
3428,ENSG00000043462,LCP2
3429,ENSG00000215906,LACTBL1
3431,ENSG00000171199,OPRPN
3432,ENSG00000227868,TEX46
3433,ENSG00000232747,IGKV1D-35
3434,ENSG00000174448,STARD6
3435,ENSG00000111701,APOBEC1
3436,ENSG00000253501,IGKV3D-34
3437,ENSG00000197308,GATA3-AS1
3438,ENSG00000258626,COX7A2P1
3439,ENSG00000236474,GCNT1P1
3441,ENSG00000072042,RDH11
3442,ENSG00000021574,SPAST
3443,ENSG00000244155,CYP4F34P
3445,ENSG00000217809,FAT1P1
3446,ENSG00000096654,ZNF184
3447,ENSG00000107485,GATA3
3448,ENSG00000278288,LILRP2
3450,ENSG00000058804,NDC1
3453,ENSG00000227568,SNX18P26
3456,ENSG00000266576,MARK2P14
3457,ENSG00000249115,HAUS5
3458,ENSG00000148426,PROSER2
3459,ENSG00000274545,LILRP1
3460,ENSG00000250668,LINC02123
3461,ENSG00000277800,TBX22
3462,ENSG00000155256,ZFYVE27
3463,ENSG00000225016,LINC00328-2P
3465,ENSG00000266079,SNORA59B
3467,ENSG00000117859,OSBPL9
3468,ENSG00000165271,NOL6
3472,ENSG00000136943,CTSV
3473,ENSG00000185028,LRRC14B
3475,ENSG00000023041,ZDHHC6
3477,ENSG00000170092,SPDYE5
3479,ENSG00000223597,LINC02142
3481,ENSG00000226858,ZFP57
3482,ENSG00000142494,SLC47A1
3483,ENSG00000247315,ZCCHC3
3484,ENSG00000146556,WASH2P
3485,ENSG00000227477,STK4-AS1
3488,ENSG00000143256,PFDN2
3490,ENSG00000223750,SIRPB3P
3491,ENSG00000122548,KIAA0087
3492,ENSG00000257162,MED15P6
3493,ENSG00000225778,PROSER2-AS1
3494,ENSG00000236397,DDX11L2
3496,ENSG00000042980,ADAM28
3497,ENSG00000136870,ZNF189
3498,ENSG00000265773,NUP210P2
3499,ENSG00000168066,SF1
3500,ENSG00000235507,ZDHHC20P1
3501,ENSG00000225619,MYT1L-AS1
3502,ENSG00000242756,RHOT1P3
3503,ENSG00000206192,ANKRD20A9P
3504,ENSG00000070404,FSTL3
3506,ENSG00000129596,CDO1
3507,ENSG00000184471,C1QTNF8
3508,ENSG00000101290,CDS2
3509,ENSG00000277222,BTBD7
3513,ENSG00000276068,NAIP
3514,ENSG00000153989,NUS1
3515,ENSG00000196636,SDHAF3
3517,ENSG00000251604,LINC01385
3518,ENSG00000120675,DNAJC15
3519,ENSG00000251324,LINC01386
3520,ENSG00000131591,C1orf159
3522,ENSG00000221890,NPTXR
3523,ENSG00000224551,HMGB3P21
3526,ENSG00000206439,TNF
3527,ENSG00000278361,KIR3DL2
3528,ENSG00000225479,PLCB1-IT1
3530,ENSG00000197142,ACSL5
3531,ENSG00000226262,PHKBP1
3533,ENSG00000229928,LINC00400
3535,ENSG00000106771,TMEM245
3537,ENSG00000164600,NEUROD6
3540,ENSG00000183379,SYNDIG1L
3542,ENSG00000228570,NUTM2E
3543,ENSG00000023892,DEF6
3544,ENSG00000197990,ZNF734P
3546,ENSG00000255291,HMGB1P40
3547,ENSG00000124172,ATP5F1E
3548,ENSG00000081181,ARG2
3554,ENSG00000168724,DNAJC21
3557,ENSG00000282209,GOLGA6L17P
3558,ENSG00000196376,SLC35F1
3559,ENSG00000242092,HLA-DMB
3560,ENSG00000101162,TUBB1
3561,ENSG00000239975,IGKV1D-33
3562,ENSG00000267241,CYP4F10P
3563,ENSG00000184344,GDF3
3564,ENSG00000143398,PIP5K1A
3565,ENSG00000198176,TFDP1
3566,ENSG00000234511,C5orf58
3567,ENSG00000253191,IGKV1D-32
3568,ENSG00000100568,VTI1B
3569,ENSG00000008869,HEATR5B
3570,ENSG00000226768,LINC01149
3571,ENSG00000253999,IGKV3D-31
3572,ENSG00000135046,ANXA1
3573,ENSG00000282596,DNM1P38
3574,ENSG00000239571,IGKV2D-30
3576,ENSG00000230389,HCP5
3577,ENSG00000218347,HNRNPA1P1
3578,ENSG00000158796,DEDD
3579,ENSG00000187801,ZFP69B
3580,ENSG00000249931,GOLGA8K
3581,ENSG00000243264,IGKV2D-29
3583,ENSG00000231608,TNXB
3585,ENSG00000242534,IGKV2D-28
3586,ENSG00000224607,IGKV1D-27
3587,ENSG00000174721,FGFBP3
3588,ENSG00000211623,IGKV2D-26
3589,ENSG00000254097,IGKV3D-25
3591,ENSG00000231618,PPT2
3593,ENSG00000241566,IGKV2D-24
3594,ENSG00000164366,CCDC127
3595,ENSG00000276355,TARM1
3596,ENSG00000235044,PPIAP3
3597,ENSG00000100987,VSX1
3598,ENSG00000226046,AP1S2P1
3599,ENSG00000254345,IGKV2D-23
3600,ENSG00000274469,LINC01746
3601,ENSG00000228331,RPL17P43
3602,ENSG00000253365,IGKV1D-22
3605,ENSG00000225523,IGKV6D-21
3606,ENSG00000228234,GLRXP1
3608,ENSG00000228983,SLC47A1P1
3609,ENSG00000107643,MAPK8
3612,ENSG00000225759,LINC00489
3613,ENSG00000242361,HLA-DMA
3615,ENSG00000107249,GLIS3
3617,ENSG00000237710,HLA-DPB1
3618,ENSG00000165502,RPL36AL
3619,ENSG00000251464,RPL7L1P13
3620,ENSG00000261279,ULK4P1
3622,ENSG00000138792,ENPEP
3623,ENSG00000187815,ZFP69
3624,ENSG00000162522,KIAA1522
3625,ENSG00000241244,IGKV1D-16
3626,ENSG00000253765,IGKV2D-19
3628,ENSG00000233561,DHX16
3629,ENSG00000211626,IGKV6D-41
3631,ENSG00000196092,PAX5
3632,ENSG00000211625,IGKV3D-20
3633,ENSG00000249934,NCOA4P2
3634,ENSG00000242766,IGKV1D-17
3635,ENSG00000141497,ZMYND15
3636,ENSG00000172785,CBWD1
3638,ENSG00000254220,IGKV2D-18
3639,ENSG00000282110,MAPK4
3640,ENSG00000183741,CBX6
3641,ENSG00000168282,MGAT2
3643,ENSG00000224041,IGKV3D-15
3644,ENSG00000161955,TNFSF13
3645,ENSG00000100030,MAPK1
3646,ENSG00000225377,NRSN2-AS1
3647,ENSG00000182704,TSKU
3648,ENSG00000177732,SOX12
3649,ENSG00000152214,RIT2
3650,ENSG00000206437,LTB
3651,ENSG00000006128,TAC1
3652,ENSG00000125841,NRSN2
3653,ENSG00000164740,SEPTIN7P5
3654,ENSG00000166396,SERPINB7
3656,ENSG00000106992,AK1
3657,ENSG00000092439,TRPM7
3658,ENSG00000224351,CDKN2AIPNLP3
3659,ENSG00000104047,DTWD1
3661,ENSG00000126749,EMG1
3662,ENSG00000161920,MED11
3664,ENSG00000225022,UBE2D3P1
3665,ENSG00000261708,DNM1P32
3666,ENSG00000275736,OSCAR
3667,ENSG00000161921,CXCL16
3668,ENSG00000101292,PROKR2
3669,ENSG00000182117,NOP10
3670,ENSG00000232414,CYP21A2
3671,ENSG00000255072,PIGY
3673,ENSG00000145337,PYURF
3674,ENSG00000229685,HLA-DPA1
3677,ENSG00000137713,PPP2R1B
3679,ENSG00000176761,ZNF285B
3682,ENSG00000233821,ENOX1-AS1
3685,ENSG00000238189,ENOX1-AS2
3686,ENSG00000237009,GLIS3-AS1
3687,ENSG00000232540,RPL36P19
3692,ENSG00000223698,GOLGA6L11P
3693,ENSG00000235343,LINC01665
3694,ENSG00000233641,C6orf136
3696,ENSG00000224537,MEP1AP4
3698,ENSG00000243007,RPL12P35
3699,ENSG00000120658,ENOX1
3700,ENSG00000134531,EMP1
3701,ENSG00000182326,C1S
3703,ENSG00000244231,CSPG4P2Y
3705,ENSG00000226879,RPL32P1
3706,ENSG00000242854,DNM1P24
3708,ENSG00000214853,PPIAP79
3709,ENSG00000224642,HCG15
3711,ENSG00000172342,CSPG4P3Y
3712,ENSG00000248674,RBBP4P6
3716,ENSG00000228645,PHKG1P2
3718,ENSG00000095564,BTAF1
3723,ENSG00000271072,PHBP20
3725,ENSG00000239697,TNFSF12
3726,ENSG00000166233,ARIH1
3727,ENSG00000218537,MIF-AS1
3728,ENSG00000100038,TOP3B
3729,ENSG00000204010,IFIT1B
3730,ENSG00000153885,KCTD15
3731,ENSG00000149639,SOGA1
3733,ENSG00000185198,PRSS57
3734,ENSG00000240972,MIF
3737,ENSG00000251046,ZNF969P
3740,ENSG00000119917,IFIT3
3742,ENSG00000152207,CYSLTR2
3743,ENSG00000167384,ZNF180
3744,ENSG00000230042,AK3P3
3745,ENSG00000115548,KDM3A
3746,ENSG00000187569,DPPA3
3747,ENSG00000122550,KLHL7
3749,ENSG00000130396,AFDN
3752,ENSG00000213726,RPS2P52
3753,ENSG00000162688,AGL
3754,ENSG00000240356,RPL23AP7
3756,ENSG00000243859,RPL5P17
3757,ENSG00000224289,IFIT6P
3758,ENSG00000124787,RPP40
3760,ENSG00000219738,CD83P1
3762,ENSG00000119922,IFIT2
3764,ENSG00000133460,SLC2A11
3765,ENSG00000132535,DLG4
3766,ENSG00000241965,RPS2P25
3767,ENSG00000168468,ATF6B
3769,ENSG00000222004,LINC02860
3770,ENSG00000250359,PTP4A1P4
3771,ENSG00000260230,FRRS1L
3772,ENSG00000248871,TNFSF12-TNFSF13
3774,ENSG00000127957,PMS2P3
3776,ENSG00000185745,IFIT1
3777,ENSG00000225131,PSME2P2
3778,ENSG00000137413,TAF8
3781,ENSG00000233343,ATP6V1G1P4
3782,ENSG00000226085,UQCRFS1P1
3783,ENSG00000176177,ENTHD1
3784,ENSG00000107798,LIPA
3786,ENSG00000277445,CPEB1
3788,ENSG00000145741,BTF3
3790,ENSG00000261423,TMEM202-AS1
3791,ENSG00000006432,MAP3K9
3792,ENSG00000198178,CLEC4C
3794,ENSG00000187806,TMEM202
3797,ENSG00000286169,AHRR
3799,ENSG00000223724,RAD17P2
3801,ENSG00000235957,COX7CP1
3803,ENSG00000102531,FNDC3A
3804,ENSG00000205449,NBPF22P
3808,ENSG00000214366,EIF4EP5
3810,ENSG00000185053,SGCZ
3811,ENSG00000169641,LUZP1
3814,ENSG00000140525,FANCI
3818,ENSG00000233252,CRIP1P1
3819,ENSG00000214660,SLC29A4P2
3823,ENSG00000223566,TNRC18P2
3827,ENSG00000164002,EXO5
3828,ENSG00000197214,TCEA1P1
3829,ENSG00000225053,PRPF38AP1
3830,ENSG00000236816,ANKRD20A7P
3831,ENSG00000004487,KDM1A
3833,ENSG00000228376,GAS2L1P2
3836,ENSG00000228038,VN1R51P
3838,ENSG00000213612,FAM220CP
3839,ENSG00000235758,AGPAT1
3842,ENSG00000275144,SNX18P5
3843,ENSG00000231825,PRRC2A
3847,ENSG00000112033,PPARD
3848,ENSG00000230635,CYP4F60P
3849,ENSG00000231558,HLA-DOA
3850,ENSG00000249915,PDCD6
3851,ENSG00000271461,CKAP2LP1
3853,ENSG00000180861,LINC01559
3854,ENSG00000170145,SIK2
3855,ENSG00000250103,PANCR
3859,ENSG00000224948,ATP5MC1P8
3862,ENSG00000273079,GRIN2B
3864,ENSG00000239533,GOLGA2P2Y
3865,ENSG00000225051,HMGB3P22
3866,ENSG00000111684,LPCAT3
3867,ENSG00000230062,ANKRD66
3868,ENSG00000132972,RNF17
3869,ENSG00000101166,PRELID3B
3870,ENSG00000127022,CANX
3871,ENSG00000213816,CNN2P4
3873,ENSG00000233077,LINC01271
3875,ENSG00000108582,CPD
3876,ENSG00000100034,PPM1F
3877,ENSG00000203999,LINC01270
3878,ENSG00000173442,EHBP1L1
3879,ENSG00000188848,BEND4
3880,ENSG00000123473,STIL
3881,ENSG00000184507,NUTM1
3882,ENSG00000224389,C4B
3887,ENSG00000101746,NOL4
3888,ENSG00000231715,COX6CP2
3889,ENSG00000259056,DUXAP1
3891,ENSG00000115423,DNAH6
3893,ENSG00000124614,RPS10
3894,ENSG00000184838,PRR16
3896,ENSG00000257743,MGAM2
3899,ENSG00000165506,DNAAF2
3900,ENSG00000145782,ATG12
3901,ENSG00000270741,PRELID3BP8
3902,ENSG00000115286,NDUFS7
3904,ENSG00000073578,SDHA
3908,ENSG00000232925,MRPS16P2
3909,ENSG00000232982,MTCO1P45
3910,ENSG00000279643,TAMM41
3911,ENSG00000254483,SUGT1P4
3912,ENSG00000254876,SUGT1P4-STRA6LP
3913,ENSG00000229701,MTND2P20
3916,ENSG00000227703,RANP1
3918,ENSG00000225640,LINC01729
3919,ENSG00000270814,TMEM261P1
3920,ENSG00000197632,SERPINB2
3922,ENSG00000188801,ZNF322P1
3925,ENSG00000273173,SNURF
3927,ENSG00000159712,ANKRD18CP
3928,ENSG00000227682,ATP5F1AP2
3929,ENSG00000127184,COX7C
3930,ENSG00000135355,GJA10
3933,ENSG00000205181,LINC00654
3935,ENSG00000255036,STRA6LP
3937,ENSG00000137965,IFI44
3939,ENSG00000205105,COX17P1
3940,ENSG00000112655,PTK7
3941,ENSG00000216915,GPR89P
3942,ENSG00000227019,OR7E101P
3943,ENSG00000230243,FKBP1AP3
3945,ENSG00000225351,ZNF311
3947,ENSG00000215612,HMX1
3949,ENSG00000226995,LINC00658
3950,ENSG00000185823,NPAP1
3952,ENSG00000231817,LINC01198
3953,ENSG00000218069,RSL24D1P1
3955,ENSG00000217862,H4C10P
3957,ENSG00000233709,MTND4P28
3959,ENSG00000185130,H2BC13
3960,ENSG00000236070,OR2AD1P
3961,ENSG00000230817,LINC01362
3963,ENSG00000196747,H2AC13
3964,ENSG00000099864,PALM
3965,ENSG00000249272,UNC93B8
3966,ENSG00000226463,OR2W1
3968,ENSG00000235847,LDHAP7
3969,ENSG00000236268,LINC01361
3970,ENSG00000278828,H3C10
3971,ENSG00000206465,SFTA2
3972,ENSG00000177879,AP3S1
3973,ENSG00000114062,UBE3A
3977,ENSG00000089916,GPATCH2L
3978,ENSG00000095203,EPB41L4B
3979,ENSG00000278229,RPS17
3981,ENSG00000198053,SIRPA
3982,ENSG00000225491,UBE2Q2P4Y
3984,ENSG00000173338,KCNK7
3985,ENSG00000179611,DGKZP1
3986,ENSG00000151773,CCDC122
3988,ENSG00000213484,EIF4A1P8
3989,ENSG00000240592,EGFL8
3990,ENSG00000105988,NHP2P1
3991,ENSG00000214549,SDHCP2
3992,ENSG00000242550,SERPINB10
3993,ENSG00000107864,CPEB3
3994,ENSG00000211801,TRAV21
3995,ENSG00000278677,H2AC17
3997,ENSG00000232268,OR52I1
3998,ENSG00000276903,H2AC16
3999,ENSG00000270800,RPS10-NUDT3
4002,ENSG00000126522,ASL
4003,ENSG00000233822,H2BC15
4004,ENSG00000074755,ZZEF1
4005,ENSG00000020922,MRE11
4006,ENSG00000125879,OTOR
4007,ENSG00000233725,NRAD1
4009,ENSG00000197238,H4C11
4011,ENSG00000211802,TRAV22
4013,ENSG00000063438,AHRR
4014,ENSG00000229341,TNXB
4015,ENSG00000273542,H4C12
4017,ENSG00000273703,H2BC14
4018,ENSG00000233054,OR2B3
4019,ENSG00000197616,MYH6
4023,ENSG00000234305,OR2J1
4024,ENSG00000179630,LACC1
4025,ENSG00000275221,H2AC15
4026,ENSG00000211803,TRAV23DV6
4027,ENSG00000270444,AZU1P1
4028,ENSG00000226271,OR2J3
4029,ENSG00000206127,GOLGA8O
4030,ENSG00000217646,H2BC16P
4031,ENSG00000223894,HLA-DPA2
4033,ENSG00000211804,TRDV1
4034,ENSG00000186577,SMIM29
4035,ENSG00000275379,H3C11
4036,ENSG00000250544,LINC02059
4039,ENSG00000211805,TRAV24
4040,ENSG00000167654,ATCAY
4041,ENSG00000275126,H4C13
4044,ENSG00000232802,COL11A2P1
4046,ENSG00000184357,H1-5
4048,ENSG00000198453,ZNF568
4049,ENSG00000225429,HLA-DPB2
4050,ENSG00000211806,TRAV25
4051,ENSG00000276368,H2AC14
4052,ENSG00000235500,SNX19P2
4057,ENSG00000169857,AVEN
4058,ENSG00000197153,H3C12
4059,ENSG00000211807,TRAV26-1
4060,ENSG00000223696,HLA-DPA3
4062,ENSG00000237124,MTND2P11
4063,ENSG00000204659,CBY3
4064,ENSG00000227122,PRRT1
4065,ENSG00000230716,KRT8P7
4067,ENSG00000137265,IRF4
4068,ENSG00000124203,ZNF831
4069,ENSG00000167461,RAB8A
4070,ENSG00000230134,HCG24
4071,ENSG00000136731,UGGT1
4074,ENSG00000233828,LINC01949
4079,ENSG00000078295,ADCY2
4082,ENSG00000184984,CHRM5
4083,ENSG00000126870,WDR60
4084,ENSG00000198862,LTN1
4085,ENSG00000232241,DYNLT3P1
4088,ENSG00000117010,ZNF684
4089,ENSG00000125851,PCSK2
4090,ENSG00000112182,BACH2
4092,ENSG00000136770,DNAJC1
4093,ENSG00000196535,MYO18A
4094,ENSG00000184612,RPL7P26
4095,ENSG00000112186,CAP2
4096,ENSG00000272325,NUDT3
4097,ENSG00000151388,ADAMTS12
4099,ENSG00000036565,SLC18A1
4100,ENSG00000178343,SHISA3
4101,ENSG00000249071,EGFLAM-AS3
4103,ENSG00000220583,RPL35P2
4105,ENSG00000237121,PIEZO1P2
4106,ENSG00000258730,ITPK1-AS1
4108,ENSG00000229776,C4B-AS1
4110,ENSG00000244088,RPL23AP44
4112,ENSG00000100605,ITPK1
4116,ENSG00000196684,HSH2D
4118,ENSG00000232170,LINC00708
4119,ENSG00000164318,EGFLAM
4120,ENSG00000281670,CABIN1
4121,ENSG00000227772,MICB
4124,ENSG00000181867,FTMT
4128,ENSG00000112818,MEP1A
4129,ENSG00000099812,MISP
4131,ENSG00000233910,GTF2F2P2
4133,ENSG00000165970,SLC6A5
4135,ENSG00000224451,ATP5PBP1
4136,ENSG00000142733,MAP3K6
4137,ENSG00000254292,IGKV2D-14
4138,ENSG00000102796,DHRS12
4140,ENSG00000276566,IGKV1D-13
4141,ENSG00000112039,FANCE
4142,ENSG00000197816,CCDC180
4143,ENSG00000236973,GAPDHP51
4144,ENSG00000278857,IGKV1D-12
4146,ENSG00000213111,COX5BP2
4147,ENSG00000211632,IGKV3D-11
4151,ENSG00000253906,IGKV2D-10
4153,ENSG00000116497,S100PBP
4154,ENSG00000230604,TSEN15P2
4155,ENSG00000211633,IGKV1D-42
4156,ENSG00000177432,NAP1L5
4158,ENSG00000225550,OR2J2
4162,ENSG00000211808,TRAV8-7
4163,ENSG00000151304,SRFBP1
4165,ENSG00000138641,HERC3
4166,ENSG00000211809,TRAV27
4167,ENSG00000230754,OR2U2P
4170,ENSG00000267530,LINC01836
4171,ENSG00000229284,MUCL3
4172,ENSG00000229456,RLIMP1
4173,ENSG00000236927,OR14J1
4174,ENSG00000231364,LINC01712
4175,ENSG00000150907,FOXO1
4176,ENSG00000232497,ADIPOR1P1
4177,ENSG00000230541,HCG21
4179,ENSG00000233904,HLA-E
4180,ENSG00000113083,LOX
4181,ENSG00000274957,KIR2DS4
4182,ENSG00000230505,OR10C1
4183,ENSG00000230710,LINC00332
4184,ENSG00000171408,PDE7B
4185,ENSG00000278614,KIR2DP1
4186,ENSG00000186204,CYP4F12
4187,ENSG00000229181,OR12D3
4189,ENSG00000275593,KIR3DP1
4190,ENSG00000271429,RPL17P51
4191,ENSG00000232289,OR11A1
4192,ENSG00000278430,KIR2DL4
4193,ENSG00000215483,LINC00598
4194,ENSG00000139668,WDFY2
4195,ENSG00000106144,CASP2
4196,ENSG00000242289,OR5V1
4199,ENSG00000134684,YARS1
4202,ENSG00000170476,MZB1
4203,ENSG00000219607,PPP1R3G
4204,ENSG00000130363,RSPH3
4206,ENSG00000258835,TRAV28
4207,ENSG00000127946,HIP1
4208,ENSG00000233896,PDYN-AS1
4209,ENSG00000186009,ATP4B
4211,ENSG00000264350,SNRPGP2
4212,ENSG00000146477,SLC22A3
4214,ENSG00000214695,NPAP1P2
4215,ENSG00000143590,EFNA3
4217,ENSG00000167333,TRIM68
4219,ENSG00000101327,PDYN
4220,ENSG00000233972,RPL32P1
4221,ENSG00000181215,C4orf50
4222,ENSG00000285122,PIGY-DT
4224,ENSG00000281106,TMEM272
4226,ENSG00000229295,HLA-DPB1
4230,ENSG00000121691,CAT
4232,ENSG00000178690,DYNAP
4236,ENSG00000152969,JAKMIP1
4237,ENSG00000243364,EFNA4
4240,ENSG00000271466,CICP24
4245,ENSG00000144199,FAHD2B
4246,ENSG00000140521,POLG
4247,ENSG00000145996,CDKAL1
4248,ENSG00000122779,TRIM24
4249,ENSG00000255883,FUNDC2P1
4250,ENSG00000188112,C6orf132
4251,ENSG00000167525,PROCA1
4252,ENSG00000171195,MUC7
4255,ENSG00000124205,EDN3
4256,ENSG00000250844,USP17L18
4257,ENSG00000249310,APOBEC3B-AS1
4258,ENSG00000128383,APOBEC3A
4259,ENSG00000105401,CDC37
4260,ENSG00000213071,LPAL2
4261,ENSG00000277175,KIR3DL1
4262,ENSG00000211810,TRAV29DV5
4263,ENSG00000249104,USP17L17
4266,ENSG00000233008,LINC01725
4267,ENSG00000223823,LINC01342
4268,ENSG00000227551,USP17L12
4270,ENSG00000163001,CFAP36
4272,ENSG00000164691,TAGAP
4273,ENSG00000142484,TM4SF5
4274,ENSG00000249811,USP17L21
4275,ENSG00000179750,APOBEC3B
4278,ENSG00000235780,USP17L27
4279,ENSG00000224827,LINC00265-2P
4280,ENSG00000231051,USP17L28
4281,ENSG00000100104,SRRD
4282,ENSG00000249491,EGFLAM-AS1
4283,ENSG00000227140,USP17L5
4284,ENSG00000272835,SMDT1
4286,ENSG00000278061,MT2P1
4288,ENSG00000248730,EGFLAM-AS4
4289,ENSG00000232399,USP17L13
4290,ENSG00000182631,RXFP3
4291,ENSG00000224315,RPL7P7
4292,ENSG00000248572,EGFLAM-AS2
4297,ENSG00000177350,RPL13AP3
4298,ENSG00000223445,RPL6P21
4300,ENSG00000072121,ZFYVE26
4302,ENSG00000249482,USP17L14P
4303,ENSG00000065989,PDE4A
4304,ENSG00000103126,AXIN1
4305,ENSG00000142599,RERE
4306,ENSG00000248920,USP17L19
4307,ENSG00000197614,MFAP5
4310,ENSG00000073598,FNDC8
4311,ENSG00000130762,ARHGEF16
4313,ENSG00000228856,USP17L30
4314,ENSG00000100109,TFIP11
4315,ENSG00000132664,POLR3F
4316,ENSG00000111262,KCNA1
4317,ENSG00000265808,SEC22B
4318,ENSG00000282355,CARS-AS1
4319,ENSG00000163612,FAM86KP
4320,ENSG00000124275,MTRR
4321,ENSG00000278191,CARS1
4322,ENSG00000228163,HLA-DPA1
4324,ENSG00000229579,USP17L26
4325,ENSG00000073536,NLE1
4330,ENSG00000204437,CTSLP6
4331,ENSG00000250231,USP17L16P
4332,ENSG00000241258,CRCP
4333,ENSG00000221844,DPP3P2
4335,ENSG00000233136,USP17L11
4344,ENSG00000260055,HLA-P
4345,ENSG00000249987,RPS4XP20
4347,ENSG00000145217,SLC26A1
4348,ENSG00000239253,RPS4XP23
4352,ENSG00000248933,USP17L22
4353,ENSG00000241880,RPL23AP1
4356,ENSG00000227956,HCG4B
4357,ENSG00000273397,NDUFA6
4359,ENSG00000248792,LINC00266-2P
4360,ENSG00000234681,HCG4P8
4361,ENSG00000249767,ENPP7P10
4362,ENSG00000233740,CICP2
4364,ENSG00000224859,ZNRD1
4365,ENSG00000251694,USP17L9P
4366,ENSG00000132872,SYT4
4367,ENSG00000132383,RPA1
4369,ENSG00000250913,USP17L23
4373,ENSG00000250745,USP17L20
4374,ENSG00000272532,CYP2D6
4376,ENSG00000127415,IDUA
4377,ENSG00000234399,RBMY2XP
4378,ENSG00000223569,USP17L15
4379,ENSG00000278821,KIR2DL1
4380,ENSG00000181649,PHLDA2
4381,ENSG00000229924,FAM90A26
4383,ENSG00000223601,EBLN1
4384,ENSG00000232264,USP17L24
4385,ENSG00000134153,EMC7
4387,ENSG00000227462,PSME2P6
4388,ENSG00000100351,GRAP2
4389,ENSG00000270392,PFN1P2
4390,ENSG00000119655,NPC2
4392,ENSG00000270231,NBPF8
4396,ENSG00000231637,USP17L29
4399,ENSG00000205946,USP17L6P
4400,ENSG00000233318,RPL31P45
4402,ENSG00000250342,SNRPCP16
