,Gene.stable.ID,HGNC.symbol
54241,ENSG00000285989,H2AQ1P
54248,ENSG00000111344,RASAL1
54249,ENSG00000232724,TRIM80P
54250,ENSG00000168229,PTGDR
54252,ENSG00000008853,RHOBTB2
54254,ENSG00000169562,GJB1
54257,ENSG00000162231,NXF1
54258,ENSG00000129682,FGF13
54260,ENSG00000278173,NLRP7
54261,ENSG00000177352,CCDC71
54262,ENSG00000159640,ACE
54263,ENSG00000075790,BCAP29
54264,ENSG00000162889,MAPKAPK2
54268,ENSG00000179388,EGR3
54270,ENSG00000238269,PAGE2B
54271,ENSG00000226031,FGF13-AS1
54272,ENSG00000173954,SNURFL
54276,ENSG00000185909,KLHDC8B
54277,ENSG00000170190,SLC16A5
54278,ENSG00000242636,RPL21P129
54279,ENSG00000273238,TMEM271
54283,ENSG00000104413,ESRP1
54284,ENSG00000173401,GLIPR1L1
54285,ENSG00000167962,ZNF598
54286,ENSG00000232549,SRD5A1P1
54287,ENSG00000198821,CD247
54288,ENSG00000254451,CAPS2-AS1
54289,ENSG00000258112,CCNG2P1
54292,ENSG00000119139,TJP2
54294,ENSG00000250474,WBP1LP2
54295,ENSG00000261373,VPS9D1-AS1
54296,ENSG00000075399,VPS9D1
54298,ENSG00000260428,SCX
54299,ENSG00000180881,CAPS2
54300,ENSG00000258984,UBE2F-SCLY
54301,ENSG00000224353,ACE3P
54302,ENSG00000261236,BOP1
54304,ENSG00000123064,DDX54
54306,ENSG00000138092,CENPO
54307,ENSG00000260726,KLF8P1
54308,ENSG00000225973,PIGBOS1
54314,ENSG00000158805,ZNF276
54315,ENSG00000069943,PIGB
54316,ENSG00000184182,UBE2F
54318,ENSG00000181450,ZNF678
54319,ENSG00000184924,PTRHD1
54321,ENSG00000105865,DUS4L
54323,ENSG00000260067,MTND4LP25
54327,ENSG00000215812,ZNF847P
54328,ENSG00000138031,ADCY3
54330,ENSG00000261652,C15orf65
54331,ENSG00000102924,CBLN1
54333,ENSG00000013441,CLK1
54334,ENSG00000261771,DNAAF4-CCPG1
54335,ENSG00000144744,UBA3
54337,ENSG00000177261,ENSAP3
54338,ENSG00000186710,CFAP73
54339,ENSG00000251547,OR12D1
54340,ENSG00000215606,KRT18P35
54341,ENSG00000069974,RAB27A
54342,ENSG00000160285,LSS
54343,ENSG00000240130,OR5V1
54344,ENSG00000143740,SNAP47
54345,ENSG00000220550,OR10C1
54346,ENSG00000206517,OR11A1
54347,ENSG00000146205,ANO7
54349,ENSG00000230005,SNAP47-AS1
54350,ENSG00000155903,RASA2
54352,ENSG00000081692,JMJD4
54354,ENSG00000142973,CYP4B1
54355,ENSG00000152128,TMEM163
54356,ENSG00000240344,PPIL3
54357,ENSG00000144730,IL17RD
54358,ENSG00000139405,RITA1
54360,ENSG00000249986,YWHAQP6
54361,ENSG00000250170,RASA2-IT1
54362,ENSG00000077279,DCX
54363,ENSG00000260916,CCPG1
54365,ENSG00000136040,PLXNC1
54366,ENSG00000144747,TMF1
54367,ENSG00000104938,CLEC4M
54369,ENSG00000234068,PAGE2
54370,ENSG00000235947,EGOT
54374,ENSG00000182518,FAM104B
54375,ENSG00000176358,TAC4
54377,ENSG00000229760,MTCO1P52
54378,ENSG00000231947,MTND2P24
54379,ENSG00000238047,MTND1P30
54381,ENSG00000150995,ITPR1
54386,ENSG00000171564,FGB
54391,ENSG00000236523,NPM1P40
54392,ENSG00000231507,LINC01353
54394,ENSG00000133640,LRRIQ1
54395,ENSG00000173588,CEP83
54396,ENSG00000256061,DNAAF4
54400,ENSG00000133063,CHIT1
54401,ENSG00000196498,NCOR2
54402,ENSG00000108813,DLX4
54406,ENSG00000163666,HESX1
54408,ENSG00000236980,C3orf84
54409,ENSG00000261150,EPPK1
54413,ENSG00000224908,TIMM8BP2
54421,ENSG00000165060,FXN
54422,ENSG00000256045,MTRNR2L10
54423,ENSG00000166881,NEMP1
54426,ENSG00000119048,UBE2B
54427,ENSG00000179604,CDC42EP4
54429,ENSG00000186815,TPCN1
54430,ENSG00000165171,METTL27
54433,ENSG00000185664,PMEL
54434,ENSG00000213250,RBMS2P1
54436,ENSG00000261087,ZNNT1
54437,ENSG00000232664,LARP1BP3
54438,ENSG00000154099,DNAAF1
54439,ENSG00000203952,CCDC160
54440,ENSG00000275368,TCTE3
54441,ENSG00000149547,EI24
54442,ENSG00000125354,SEPTIN6
54447,ENSG00000173421,CCDC36
54449,ENSG00000180318,ALX1
54450,ENSG00000268297,CLEC4GP1
54451,ENSG00000125384,PTGER2
54452,ENSG00000269763,EXOSC3P2
54453,ENSG00000138411,HECW2
54455,ENSG00000258815,LINC02820
54457,ENSG00000237190,CDKN2AIPNL
54458,ENSG00000125449,ARMC7
54459,ENSG00000158008,EXTL1
54460,ENSG00000087266,SH3BP2
54461,ENSG00000140955,ADAD2
54464,ENSG00000125458,NT5C
54466,ENSG00000132330,SCLY
54467,ENSG00000251169,LINC01843
54468,ENSG00000115592,PRKAG3
54470,ENSG00000175877,TMEM270
54471,ENSG00000117906,RCN2
54472,ENSG00000142224,IL19
54475,ENSG00000129292,PHF20L1
54476,ENSG00000087301,TXNDC16
54477,ENSG00000103168,TAF1C
54478,ENSG00000136634,IL10
54479,ENSG00000101981,F9
54482,ENSG00000198774,RASSF9
54484,ENSG00000241899,TPT1P3
54486,ENSG00000242104,LINC02618
54489,ENSG00000158014,SLC30A2
54494,ENSG00000107745,MICU1
54495,ENSG00000156531,PHF6
54496,ENSG00000175426,PCSK1
54497,ENSG00000123374,CDK2
54499,ENSG00000114124,GRK7
54500,ENSG00000166578,IQCD
54502,ENSG00000114125,RNF7
54503,ENSG00000175697,GPR156
54506,ENSG00000185888,PRSS38
54507,ENSG00000223904,HMGB1P12
54508,ENSG00000260802,SERTM2
54511,ENSG00000229056,HECW2-AS1
54513,ENSG00000228398,HMGN2P25
54514,ENSG00000163428,LRRC58
54517,ENSG00000213716,FABP5P5
54520,ENSG00000133636,NTS
54522,ENSG00000118985,ELL2
54524,ENSG00000173826,KCNH6
54525,ENSG00000256021,ELOCP31
54527,ENSG00000277060,NLRP2
54528,ENSG00000232625,RPL23AP31
54529,ENSG00000126464,PRR12
54531,ENSG00000244124,ATP1B3-AS1
54532,ENSG00000135736,CCDC102A
54533,ENSG00000069849,ATP1B3
54534,ENSG00000073111,MCM2
54535,ENSG00000163430,FSTL1
54536,ENSG00000250551,MIR583HG
54538,ENSG00000161652,IZUMO2
54539,ENSG00000115596,WNT6
54540,ENSG00000277751,LILRB2
54541,ENSG00000134910,STT3A
54542,ENSG00000004700,RECQL
54543,ENSG00000213079,SCAF8
54552,ENSG00000158639,PAGE5
54553,ENSG00000266027,MSH5-SAPCD1
54554,ENSG00000103018,CYB5B
54555,ENSG00000204991,SPIRE2
54557,ENSG00000069188,SDK2
54559,ENSG00000205629,LCMT1
54561,ENSG00000162236,STX5
54563,ENSG00000273274,ZBTB8B
54564,ENSG00000204279,PAGE3
54565,ENSG00000160062,ZBTB8A
54566,ENSG00000183576,SETD3
54570,ENSG00000176261,ZBTB8OS
54571,ENSG00000227776,AKR1D1P1
54572,ENSG00000167302,TEPSIN
54573,ENSG00000089041,P2RX7
54574,ENSG00000138376,BARD1
54576,ENSG00000227074,SAPCD1
54577,ENSG00000068745,IP6K2
54579,ENSG00000227856,SAPCD1-AS1
54580,ENSG00000135925,WNT10A
54581,ENSG00000169718,DUS1L
54582,ENSG00000260034,LCMT1-AS2
54584,ENSG00000029639,TFB1M
54585,ENSG00000143162,CREG1
54586,ENSG00000073060,SCARB1
54587,ENSG00000064195,DLX3
54588,ENSG00000230293,MSH5
54591,ENSG00000165704,HPRT1
54592,ENSG00000149557,FEZ1
54593,ENSG00000246640,PICART1
54594,ENSG00000115170,ACVR1
54596,ENSG00000224877,NDUFAF8
54604,ENSG00000065518,NDUFB4
54607,ENSG00000133256,PDE6B
54609,ENSG00000166886,NAB2
54612,ENSG00000146426,TIAM2
54615,ENSG00000206516,OR2H1
54616,ENSG00000182050,MGAT4C
54618,ENSG00000259125,LRP1-AS
54619,ENSG00000224044,UBDP1
54620,ENSG00000227859,MAS1LP1
54621,ENSG00000206515,MAS1L
54622,ENSG00000157637,SLC38A10
54623,ENSG00000229439,RPS17P1
54624,ENSG00000232902,LINC02829
54625,ENSG00000166888,STAT6
54626,ENSG00000226687,LINC01015
54627,ENSG00000224894,GPR53P
54628,ENSG00000149554,CHEK1
54629,ENSG00000231973,OR2I1P
54634,ENSG00000239388,ASB14
54635,ENSG00000154198,CYP4Z2P
54636,ENSG00000228135,LINC01494
54637,ENSG00000251347,IRF5P1
54640,ENSG00000224928,KRT8P30
54641,ENSG00000171450,CDK5R2
54642,ENSG00000114631,PODXL2
54645,ENSG00000157500,APPL1
54646,ENSG00000205133,TRIQK
54650,ENSG00000159618,ADGRG5
54651,ENSG00000204054,LINC00963
54653,ENSG00000113924,HGD
54654,ENSG00000114626,ABTB1
54655,ENSG00000135124,P2RX4
54656,ENSG00000277177,LILRA6
54657,ENSG00000242850,RPL23AP68
54659,ENSG00000236445,LINC00608
54660,ENSG00000163497,FEV
54662,ENSG00000257648,CYCSP30
54663,ENSG00000180998,GPR137C
54666,ENSG00000223749,MIR503HG
54667,ENSG00000172345,STARD5
54669,ENSG00000158022,TRIM63
54671,ENSG00000258128,MKRN9P
54672,ENSG00000102908,NFAT5
54673,ENSG00000108604,SMARCD2
54674,ENSG00000257912,LINC02258
54675,ENSG00000258839,MC1R
54676,ENSG00000103375,AQP8
54677,ENSG00000172349,IL16
54682,ENSG00000177338,LINC00469
54683,ENSG00000177096,PHETA2
54685,ENSG00000156508,EEF1A1
54687,ENSG00000141002,TCF25
54688,ENSG00000234721,LINC02092
54689,ENSG00000134940,ACRV1
54690,ENSG00000175087,PDIK1L
54691,ENSG00000143816,WNT9A
54693,ENSG00000227060,LINC00629
54694,ENSG00000225031,EIF4BP7
54695,ENSG00000236189,RPL18AP15
54696,ENSG00000233003,CICP26
54697,ENSG00000183172,SMDT1
54698,ENSG00000274886,SEPTIN14P17
54700,ENSG00000260828,HMGB3P32
54701,ENSG00000154342,WNT3A
54702,ENSG00000240721,RPS4XP15
54703,ENSG00000197245,FAM110D
54704,ENSG00000276255,LINC02809
54706,ENSG00000282872,C1orf232
54707,ENSG00000166152,C16orf78
54708,ENSG00000187808,SOWAHD
54709,ENSG00000170965,PLAC1
54710,ENSG00000184983,NDUFA6
54712,ENSG00000237432,RPS7P12
54714,ENSG00000236509,RPL21P133
54715,ENSG00000180481,GLIPR1L2
54717,ENSG00000105771,SMG9
54720,ENSG00000171217,CLDN20
54725,ENSG00000142684,ZNF593
54726,ENSG00000168418,KCNG4
54729,ENSG00000163499,CRYBA2
54730,ENSG00000198918,RPL39
54732,ENSG00000114861,FOXP1
54733,ENSG00000103175,WFDC1
54734,ENSG00000121350,PYROXD1
54735,ENSG00000175792,RUVBL1
54737,ENSG00000266357,LINC02074
54739,ENSG00000186136,TAS2R42
54740,ENSG00000282013,RPH3AL
54744,ENSG00000258947,TUBB3
54745,ENSG00000144746,ARL6IP5
54746,ENSG00000197870,PRB3
54747,ENSG00000100197,CYP2D6
54748,ENSG00000230657,PRB4
54749,ENSG00000125351,UPF3B
54750,ENSG00000187601,MAGEH1
54751,ENSG00000233791,LINC01136
54752,ENSG00000142459,EVI5L
54753,ENSG00000247746,USP51
54757,ENSG00000165637,VDAC2
54760,ENSG00000159388,BTG2
54761,ENSG00000064270,ATP2C2
54762,ENSG00000058262,SEC61A1
54763,ENSG00000189299,FOXR2
54765,ENSG00000119403,PHF19
54767,ENSG00000181378,CFAP65
54773,ENSG00000122176,FMOD
54774,ENSG00000225497,KCNMA1-AS2
54776,ENSG00000187021,PNLIPRP1
54778,ENSG00000228092,COX6CP15
54779,ENSG00000237037,NDUFA6-DT
54781,ENSG00000236467,KCNMA1-AS1
54782,ENSG00000259565,KRT8P23
54783,ENSG00000150991,UBC
54785,ENSG00000187715,KBTBD12
54788,ENSG00000174456,C12orf76
54789,ENSG00000156162,DPY19L4
54790,ENSG00000042832,TG
54791,ENSG00000213790,OLA1P1
54793,ENSG00000198520,ARMH1
54794,ENSG00000241129,RPL22P19
54797,ENSG00000076513,ANKRD13A
54802,ENSG00000074416,MGLL
54804,ENSG00000261286,ATP2C2-AS1
54805,ENSG00000197930,ERO1A
54806,ENSG00000123384,LRP1
54807,ENSG00000128617,OPN1SW
54810,ENSG00000128595,CALU
54811,ENSG00000140950,MEAK7
54812,ENSG00000271588,LARP7P1
54815,ENSG00000188783,PRELP
54816,ENSG00000114126,TFDP2
54817,ENSG00000115339,GALNT3
54818,ENSG00000185168,LINC00482
54819,ENSG00000083750,RRAGB
54822,ENSG00000043143,JADE2
54826,ENSG00000132394,EEFSEC
54827,ENSG00000103187,COTL1
54828,ENSG00000101040,ZMYND8
54830,ENSG00000262406,MMP12
54833,ENSG00000239608,RUVBL1-AS1
54834,ENSG00000255469,BOLA3P1
54836,ENSG00000135686,KLHL36
54837,ENSG00000188770,OPTC
54838,ENSG00000140718,FTO
54839,ENSG00000105376,ICAM5
54840,ENSG00000162881,OXER1
54842,ENSG00000144840,RABL3
54845,ENSG00000162882,HAAO
54847,ENSG00000276187,ERMARD
54848,ENSG00000283268,TEX54
54850,ENSG00000133316,WDR74
54852,ENSG00000103194,USP10
54853,ENSG00000169710,FASN
54855,ENSG00000155926,SLA
54856,ENSG00000226491,FTOP1
54857,ENSG00000153767,GTF2E1
54858,ENSG00000274311,LILRB5
54861,ENSG00000240452,MTCO1P29
54862,ENSG00000115194,SLC30A3
54863,ENSG00000243257,MTCO2P29
54865,ENSG00000188315,C3orf62
54866,ENSG00000126458,RRAS
54870,ENSG00000114316,USP4
54873,ENSG00000163793,DNAJC5G
54874,ENSG00000103494,RPGRIP1L
54875,ENSG00000183248,PRR36
54877,ENSG00000266074,BAHCC1
54878,ENSG00000105576,TNPO2
54879,ENSG00000234135,RPL23AP83
54881,ENSG00000126461,SCAF1
54883,ENSG00000102349,KLF8
54884,ENSG00000213371,NAP1L1P3
54885,ENSG00000103196,CRISPLD2
54889,ENSG00000261623,LINC02179
54891,ENSG00000150990,DHX37
54892,ENSG00000058668,ATP2B4
54894,ENSG00000136485,DCAF7
54896,ENSG00000243593,LINC02049
54898,ENSG00000232616,SKIV2L
54903,ENSG00000198771,RCSD1
54904,ENSG00000260340,LINC02176
54905,ENSG00000145087,STXBP5L
54906,ENSG00000231925,TAPBP
54907,ENSG00000184992,BRI3BP
54908,ENSG00000198707,CEP290
54911,ENSG00000280634,THRIL
54913,ENSG00000120963,ZNF706
54914,ENSG00000177189,RPS6KA3
54915,ENSG00000110931,CAMKK2
54916,ENSG00000185379,RAD51D
54918,ENSG00000151176,PLBD2
54919,ENSG00000229267,SNHG31
54920,ENSG00000188021,UBQLN2
54923,ENSG00000229363,NELFE
54924,ENSG00000081760,AACS
54925,ENSG00000171560,FGA
54926,ENSG00000144452,ABCA12
54930,ENSG00000281305,LINC00574
54931,ENSG00000253679,LINC02844
54932,ENSG00000280868,LINC00242
54933,ENSG00000111615,KRR1
54937,ENSG00000089060,SLC8B1
54938,ENSG00000162891,IL20
54941,ENSG00000278200,LINC01971
54942,ENSG00000254063,DUXAP2
54944,ENSG00000228224,NACA4P
54945,ENSG00000181019,NQO1
54946,ENSG00000253644,LINC02845
54948,ENSG00000139278,GLIPR1
54953,ENSG00000083307,GRHL2
54954,ENSG00000204271,SPIN3
54956,ENSG00000240280,TCAM1P
54957,ENSG00000133641,C12orf29
54958,ENSG00000155846,PPARGC1B
54959,ENSG00000269153,LYPLA2P2
54963,ENSG00000153086,ACMSD
54964,ENSG00000171017,LRRC8E
54965,ENSG00000175066,GK5
54966,ENSG00000230076,RPL10P6
54968,ENSG00000261008,LINC01572
54969,ENSG00000136463,TACO1
54972,ENSG00000128016,ZFP36
54973,ENSG00000119899,SLC17A5
54974,ENSG00000214199,EEF1A1P12
54976,ENSG00000218459,RPS27P15
54978,ENSG00000141101,NOB1
54980,ENSG00000231471,HMGN2P34
54982,ENSG00000165805,C12orf50
54983,ENSG00000102935,ZNF423
54984,ENSG00000162894,FCMR
54991,ENSG00000163380,LMOD3
54992,ENSG00000139364,TMEM132B
54997,ENSG00000259978,MRPS21P8
54998,ENSG00000144488,ESPNL
54999,ENSG00000260024,MRPS21P7
55003,ENSG00000260089,ADAM3B
55004,ENSG00000169026,SLC49A3
55006,ENSG00000231826,LINC01819
55008,ENSG00000162892,IL24
55009,ENSG00000132141,CCT6B
55013,ENSG00000174844,DNAH12
55015,ENSG00000249267,LINC00939
55016,ENSG00000033627,ATP6V0A1
55017,ENSG00000143761,ARF1
55018,ENSG00000172809,RPL38
55020,ENSG00000082258,CCNT2
55021,ENSG00000275212,LINC02826
55022,ENSG00000204272,NBDY
55023,ENSG00000279484,KLHL30-AS1
55024,ENSG00000168427,KLHL30
55025,ENSG00000237748,UQCRBP1
55030,ENSG00000122970,IFT81
55031,ENSG00000244551,RPL34P29
55034,ENSG00000215375,MYL5
55035,ENSG00000239831,RNF7P1
55036,ENSG00000173898,SPTBN2
55037,ENSG00000114302,PRKAR2A
55038,ENSG00000143793,C1orf35
55040,ENSG00000154370,TRIM11
55041,ENSG00000140995,DEF8
55042,ENSG00000147130,ZMYM3
55043,ENSG00000092871,RFFL
55044,ENSG00000169020,ATP5ME
55045,ENSG00000205423,CNEP1R1
55048,ENSG00000162931,TRIM17
55049,ENSG00000076344,RGS11
55050,ENSG00000224424,PRKAR2A-AS1
55051,ENSG00000233978,LINC02590
55053,ENSG00000122188,LAX1
55055,ENSG00000156535,CD109
55056,ENSG00000156504,FAM122B
55057,ENSG00000213218,CSH2
55059,ENSG00000260298,ACTG1P16
55061,ENSG00000155393,HEATR3
55062,ENSG00000183137,CEP57L1
55063,ENSG00000005156,LIG3
55065,ENSG00000184009,ACTG1
55068,ENSG00000125352,RNF113A
55070,ENSG00000125356,NDUFA1
55072,ENSG00000144395,CCDC150
55073,ENSG00000167930,FAM234A
55075,ENSG00000156500,FAM122C
55078,ENSG00000224165,DNAJC27-AS1
55079,ENSG00000029534,ANK1
55080,ENSG00000115137,DNAJC27
55082,ENSG00000198783,ZNF830
55084,ENSG00000162896,PIGR
55085,ENSG00000256494,LINC02825
55090,ENSG00000284848,LINC02359
55091,ENSG00000119041,GTF3C3
55092,ENSG00000196796,NPIPB10P
55093,ENSG00000178752,ERFE
55094,ENSG00000237303,HIGD1AP8
55095,ENSG00000121335,PRB2
55096,ENSG00000114541,FRMD4B
55099,ENSG00000186765,FSCN2
55102,ENSG00000251655,PRB1
55106,ENSG00000152700,SAR1B
55109,ENSG00000271699,SNX29P2
55112,ENSG00000103472,RRN3P2
55113,ENSG00000162604,TM2D1
55116,ENSG00000114127,XRN1
55117,ENSG00000244203,FOXP1-AS1
55120,ENSG00000198373,WWP2
55123,ENSG00000242094,FOXP1-IT1
55125,ENSG00000239263,RBM43P1
55126,ENSG00000170837,GPR27
55128,ENSG00000162897,FCAMR
55130,ENSG00000134444,RELCH
55132,ENSG00000163412,EIF4E3
55133,ENSG00000230587,LINC02580
55134,ENSG00000274513,LILRB2
55135,ENSG00000101928,MOSPD1
55136,ENSG00000113615,SEC24A
55138,ENSG00000152518,ZFP36L2
55139,ENSG00000279873,LINC01126
55140,ENSG00000115677,HDLBP
55145,ENSG00000141540,TTYH2
55146,ENSG00000076984,MAP2K7
55148,ENSG00000282989,PDCL3P2
55149,ENSG00000104490,NCALD
55154,ENSG00000051341,POLQ
55158,ENSG00000270863,DDX55P1
55160,ENSG00000236091,LINC02243
55161,ENSG00000143702,CEP170
55162,ENSG00000231929,HMGB3P31
55163,ENSG00000275404,LILRA5
55165,ENSG00000163501,IHH
55166,ENSG00000184785,SMIM10
55167,ENSG00000169398,PTK2
55170,ENSG00000274185,LILRA4
55171,ENSG00000224043,CCNT2-AS1
55172,ENSG00000153786,ZDHHC7
55175,ENSG00000242445,RPL7AP11
55176,ENSG00000156026,MCU
55177,ENSG00000242173,ARHGDIG
55178,ENSG00000178537,SLC25A20
55179,ENSG00000214043,LINC02347
55180,ENSG00000182795,C1orf116
55181,ENSG00000077522,ACTN2
55182,ENSG00000132323,ILKAP
55183,ENSG00000234682,VDAC2P4
55187,ENSG00000217268,TXNP7
55188,ENSG00000177400,OR7E8P
55189,ENSG00000254917,OR7E15P
55190,ENSG00000254724,OR7E10P
55191,ENSG00000132170,PPARG
55193,ENSG00000196290,NIF3L1
55199,ENSG00000135709,KIAA0513
55200,ENSG00000144057,ST6GAL2
55202,ENSG00000260001,TGFBR3L
55206,ENSG00000257315,ZBED6
55208,ENSG00000238250,ST6GAL2-IT1
55209,ENSG00000140368,PSTPIP1
55210,ENSG00000177946,CENPBD1
55211,ENSG00000139200,PIANP
55212,ENSG00000115970,THADA
55213,ENSG00000223959,AFG3L1P
55214,ENSG00000058673,ZC3H11A
55215,ENSG00000185504,FAAP100
55216,ENSG00000233276,GPX1
55217,ENSG00000153789,FAM92B
55219,ENSG00000278214,LINC02139
55221,ENSG00000198585,NUDT16
55222,ENSG00000165244,ZNF367
55224,ENSG00000198909,MAP3K3
55225,ENSG00000145022,TCTA
55228,ENSG00000186103,ARGFX
55229,ENSG00000229360,PPP1R2P5
55230,ENSG00000132718,SYT11
55233,ENSG00000235908,RHOA-IT1
55235,ENSG00000163833,FBXO40
55236,ENSG00000067560,RHOA
55237,ENSG00000143458,GABPB2
55239,ENSG00000212747,RTL8B
55240,ENSG00000233717,RPS29P29
55241,ENSG00000134590,RTL8C
55244,ENSG00000237880,LINC01885
55246,ENSG00000203950,RTL8A
55247,ENSG00000224568,LINC01886
55248,ENSG00000132326,PER2
55249,ENSG00000123836,PFKFB2
55251,ENSG00000229457,LINC01789
55254,ENSG00000131153,GINS2
55256,ENSG00000196972,SMIM10L2B
55257,ENSG00000104976,SNAPC2
55258,ENSG00000256310,NDUFA5P6
55259,ENSG00000224107,ETDB
55260,ENSG00000228372,SMIM10L2B-AS1
55261,ENSG00000179219,LINC00311
55265,ENSG00000270313,COX6CP16
55268,ENSG00000234228,NCLP2
55272,ENSG00000255998,LINC02824
55282,ENSG00000144485,HES6
55283,ENSG00000131149,GSE1
55284,ENSG00000140859,KIFC3
55285,ENSG00000263883,EEF1DP7
55286,ENSG00000081377,CDC14B
55287,ENSG00000186235,LINC02610
55288,ENSG00000189238,LINC00943
55289,ENSG00000187736,NHEJ1
55290,ENSG00000198231,DDX42
55292,ENSG00000180667,YOD1
55296,ENSG00000213901,SLC23A3
55297,ENSG00000254206,NPIPB11
55298,ENSG00000157322,CLEC18A
55299,ENSG00000257923,CUX1
55300,ENSG00000256128,LINC00944
55301,ENSG00000136490,LIMD2
55302,ENSG00000168385,SEPTIN2
55306,ENSG00000249873,LINC02372
55308,ENSG00000183336,BOLA2
55309,ENSG00000261740,BOLA2-SMG1P6
55310,ENSG00000114686,MRPL3
55311,ENSG00000130956,HABP4
55313,ENSG00000257021,HSPE1P20
55314,ENSG00000181625,SLX1B
55316,ENSG00000249345,LINC02405
55317,ENSG00000108588,CCDC47
55319,ENSG00000171595,DNAI2
55321,ENSG00000247157,LINC01252
55322,ENSG00000232991,GACAT1
55323,ENSG00000267717,SRSF10P1
55324,ENSG00000183971,NPW
55329,ENSG00000254634,SMG1P6
55332,ENSG00000090924,PLEKHG2
55333,ENSG00000213648,SULT1A4
55334,ENSG00000174437,ATP2A2
55337,ENSG00000169551,CT55
55338,ENSG00000104783,KCNN4
55343,ENSG00000178057,NDUFAF3
55344,ENSG00000260280,SLX1B-SULT1A4
55347,ENSG00000222019,URAHP
55348,ENSG00000230651,RGPD4-AS1
55349,ENSG00000266173,STRADA
55351,ENSG00000238210,ETDA
55353,ENSG00000154102,C16orf74
55354,ENSG00000283644,ETDC
55355,ENSG00000186376,ZNF75D
55356,ENSG00000003249,DBNDD1
55357,ENSG00000176624,MEX3C
55358,ENSG00000178252,WDR6
55361,ENSG00000248530,BCL2L12P1
55363,ENSG00000135924,DNAJB2
55364,ENSG00000173275,ZNF449
55366,ENSG00000154359,LONRF1
55367,ENSG00000056558,TRAF1
55369,ENSG00000141013,GAS8
55370,ENSG00000178947,SMIM10L2A
55371,ENSG00000225769,CROCCP1
55374,ENSG00000089053,ANAPC5
55375,ENSG00000180353,HCLS1
55376,ENSG00000139083,ETV6
55377,ENSG00000132849,PATJ
55378,ENSG00000165359,INTS6L
55379,ENSG00000221819,GAS8-AS1
55380,ENSG00000178467,P4HTM
55381,ENSG00000196862,RGPD4
55382,ENSG00000225235,INTS6L-AS1
55384,ENSG00000266201,SS18L2P2
55385,ENSG00000227115,LINC01630
55386,ENSG00000196169,KIF19
55388,ENSG00000265402,RSL24D1P9
55389,ENSG00000177479,ARIH2
55394,ENSG00000237745,RPL22P8
55395,ENSG00000175054,ATR
55397,ENSG00000182612,TSPAN10
55399,ENSG00000215457,RPS8P3
55402,ENSG00000185000,DGAT1
55403,ENSG00000072163,LIMS2
55406,ENSG00000115665,SLC5A7
55408,ENSG00000224539,SAGE4P
55409,ENSG00000182446,NPLOC4
55410,ENSG00000145349,CAMK2D
55411,ENSG00000277486,SAGE3P
55412,ENSG00000198022,SAGE2P
55413,ENSG00000145029,NICN1
55414,ENSG00000204347,BTBD17
55417,ENSG00000255494,LINC00681
55419,ENSG00000231221,LINC01593
55420,ENSG00000229890,ACTP1
55421,ENSG00000268940,CT45A1
55422,ENSG00000225328,LINC01594
55423,ENSG00000233861,MGAT2P1
55424,ENSG00000238200,MGAT2P2
55425,ENSG00000131148,EMC8
55427,ENSG00000145020,AMT
55428,ENSG00000269096,CT45A3
55429,ENSG00000185122,HSF1
55430,ENSG00000257008,GPR142
55432,ENSG00000143434,SEMA6C
55433,ENSG00000131143,COX4I1
55434,ENSG00000228836,CT45A5
55435,ENSG00000256292,LINC02376
55437,ENSG00000255185,PDXDC2P
55438,ENSG00000256362,LINC02375
55443,ENSG00000226232,NPIPB14P
55451,ENSG00000185527,PDE6G
55452,ENSG00000256022,LINC02411
55454,ENSG00000226498,RPSAP21
55455,ENSG00000236646,LAMTOR5P1
55456,ENSG00000189159,JPT1
55457,ENSG00000116984,MTR
55462,ENSG00000256597,LINC02393
55464,ENSG00000242390,RPL6P9
55465,ENSG00000132915,PDE6A
55467,ENSG00000178149,DALRD3
55468,ENSG00000256971,LINC00508
55469,ENSG00000196353,CPNE4
55470,ENSG00000256193,LINC00507
55471,ENSG00000111229,ARPC3
55473,ENSG00000188612,SUMO2
55474,ENSG00000230125,EEF1A1P39
55476,ENSG00000256643,LINC02441
55479,ENSG00000278916,CEP83-DT
55482,ENSG00000258011,HMGA1P3
55484,ENSG00000256659,LINC02368
55485,ENSG00000236349,SUCLG2P2
55486,ENSG00000196510,ANAPC7
55487,ENSG00000256551,LINC02369
55488,ENSG00000103671,TRIP4
55489,ENSG00000257847,LSM3P2
55490,ENSG00000057704,TMCC3
55491,ENSG00000128596,CCDC136
55492,ENSG00000126856,PRDM7
55496,ENSG00000221883,ARIH2OS
55502,ENSG00000107951,MTPAP
55503,ENSG00000258779,LINC01568
55505,ENSG00000181234,TMEM132C
55506,ENSG00000204237,OXLD1
55507,ENSG00000181852,RNF41
55513,ENSG00000185298,CCDC137
55514,ENSG00000261812,TUBB8P7
55515,ENSG00000136487,GH2
55516,ENSG00000242899,RPL7P16
55520,ENSG00000250833,DNM1P17
55522,ENSG00000241621,GOLGA2P6
55523,ENSG00000123144,TRIR
55524,ENSG00000140836,ZFHX3
55525,ENSG00000228939,AKT3-IT1
55526,ENSG00000226766,FABP7P1
55529,ENSG00000054282,SDCCAG8
55530,ENSG00000248415,GAPDHP61
55531,ENSG00000180357,ZNF609
55532,ENSG00000241907,RPS20P4
55535,ENSG00000261764,KRT18P18
